ts_code,trade_date,close,pct_chg
H00922.CSI,20260605,12026.0905,0.0737
H00922.CSI,20260604,12017.23,-0.4373
H00922.CSI,20260603,12070.008,-0.0365
H00922.CSI,20260602,12074.4141,-0.3065
H00922.CSI,20260601,12111.5369,2.6645
H00922.CSI,20260529,11797.2013,1.2914
H00922.CSI,20260528,11646.7965,-0.1705
H00922.CSI,20260527,11666.683,-0.8511
H00922.CSI,20260526,11766.8326,0.0904
H00922.CSI,20260525,11756.2097,0.5213
H00922.CSI,20260522,11695.247,-0.1717
H00922.CSI,20260521,11715.3603,-1.5191
H00922.CSI,20260520,11896.0699,-0.3154
H00922.CSI,20260519,11933.7117,0.1443
H00922.CSI,20260518,11916.5119,-0.4607
H00922.CSI,20260515,11971.6653,-0.2447
H00922.CSI,20260514,12001.034,-0.8999
H00922.CSI,20260513,12110.0069,-0.4009
H00922.CSI,20260512,12158.7574,-0.1511
H00922.CSI,20260511,12177.1531,0.4392
H00922.CSI,20260508,12123.9061,-0.3374
H00922.CSI,20260507,12164.951,-1.609
H00922.CSI,20260506,12363.8851,0.2858
H00922.CSI,20260430,12328.6459,-0.2864
H00922.CSI,20260429,12364.0514,0.9805
H00922.CSI,20260428,12243.9979,1.1278
H00922.CSI,20260427,12107.4512,-0.2158
H00922.CSI,20260424,12133.6381,-0.0862
H00922.CSI,20260423,12144.1114,0.5032
H00922.CSI,20260422,12083.3043,-0.0081
H00922.CSI,20260421,12084.2795,0.8825
H00922.CSI,20260420,11978.5663,0.1262
H00922.CSI,20260417,11963.4625,-0.661
H00922.CSI,20260416,12043.0666,0.2433
H00922.CSI,20260415,12013.8377,0.3571
H00922.CSI,20260414,11971.0907,0.2135
H00922.CSI,20260413,11945.581,-0.078
H00922.CSI,20260410,11954.9073,0.2146
H00922.CSI,20260409,11929.3043,-0.7566
H00922.CSI,20260408,12020.2542,0.8042
H00922.CSI,20260407,11924.3534,0.5054
H00922.CSI,20260403,11864.387,-1.6574
H00922.CSI,20260402,12064.3383,0.2336
H00922.CSI,20260401,12036.2253,0.0594
H00922.CSI,20260331,12029.0816,-1.1675
H00922.CSI,20260330,12171.1845,0.924
H00922.CSI,20260327,12059.7518,0.242
H00922.CSI,20260326,12030.6368,0.0446
H00922.CSI,20260325,12025.2741,0.245
H00922.CSI,20260324,11995.89,1.5405
H00922.CSI,20260323,11813.902,-2.5383
H00922.CSI,20260320,12121.582,-0.4577
H00922.CSI,20260319,12177.3206,-0.5864
H00922.CSI,20260318,12249.1557,-0.5978
H00922.CSI,20260317,12322.8189,-0.7423
H00922.CSI,20260316,12414.9692,-0.707
H00922.CSI,20260313,12503.3629,-0.3693
H00922.CSI,20260312,12549.7087,1.2083
H00922.CSI,20260311,12399.8809,1.4551
H00922.CSI,20260310,12222.0429,-0.7506
H00922.CSI,20260309,12314.4762,0.0683
H00922.CSI,20260306,12306.0732,0.1878
H00922.CSI,20260305,12283.0061,-0.1132
H00922.CSI,20260304,12296.9315,-1.6119
H00922.CSI,20260303,12498.393,0.7932
H00922.CSI,20260302,12400.0336,1.348
H00922.CSI,20260227,12235.1055,1.0018
H00922.CSI,20260226,12113.754,-0.2878
H00922.CSI,20260225,12148.7184,0.5414
H00922.CSI,20260224,12083.2937,1.5206
H00922.CSI,20260213,11902.3098,-1.4504
H00922.CSI,20260212,12077.4765,-0.3205
H00922.CSI,20260211,12116.305,0.7274
H00922.CSI,20260210,12028.8121,0.3668
H00922.CSI,20260209,11984.8503,0.6792
H00922.CSI,20260206,11903.9969,-0.2417
H00922.CSI,20260205,11932.8387,-0.4193
H00922.CSI,20260204,11983.0873,2.6815
H00922.CSI,20260203,11670.1466,0.7594
H00922.CSI,20260202,11582.1934,-3.1252
H00922.CSI,20260130,11955.8348,-1.001
H00922.CSI,20260129,12076.7169,1.2364
H00922.CSI,20260128,11929.2215,1.5606
H00922.CSI,20260127,11745.9092,-0.8528
H00922.CSI,20260126,11846.9378,0.6525
H00922.CSI,20260123,11770.1417,-0.0434
H00922.CSI,20260122,11775.252,0.7281
H00922.CSI,20260121,11690.1406,-0.6112
H00922.CSI,20260120,11762.0326,1.317
H00922.CSI,20260119,11609.1365,0.8283
H00922.CSI,20260116,11513.7667,-0.8452
H00922.CSI,20260115,11611.9082,-0.191
H00922.CSI,20260114,11634.1275,-0.6753
H00922.CSI,20260113,11713.225,-0.3421
H00922.CSI,20260112,11753.4362,0.3501
H00922.CSI,20260109,11712.4367,0.3428
H00922.CSI,20260108,11672.4228,-0.3274
H00922.CSI,20260107,11710.7672,0.0473
H00922.CSI,20260106,11705.2259,1.1932
H00922.CSI,20260105,11567.2086,0.384
H00922.CSI,20251231,11522.9608,0.0867
H00922.CSI,20251230,11512.9764,-0.046
H00922.CSI,20251229,11518.2732,-0.2178
H00922.CSI,20251226,11543.4143,0.4977
H00922.CSI,20251225,11486.2462,0.282
H00922.CSI,20251224,11453.9423,0.24
H00922.CSI,20251223,11426.5174,0.0166
H00922.CSI,20251222,11424.6163,-0.4581
H00922.CSI,20251219,11477.1978,0.1761
H00922.CSI,20251218,11457.0178,0.8108
H00922.CSI,20251217,11364.8691,0.2893
H00922.CSI,20251216,11332.0832,-0.7828
H00922.CSI,20251215,11421.4861,0.592
H00922.CSI,20251212,11354.2729,-0.1372
H00922.CSI,20251211,11369.8732,-0.7945
H00922.CSI,20251210,11460.9307,0.0865
H00922.CSI,20251209,11451.0264,-0.9151
H00922.CSI,20251208,11556.7863,-0.5495
H00922.CSI,20251205,11620.6428,0.0902
H00922.CSI,20251204,11610.1719,-0.364
H00922.CSI,20251203,11652.5911,-0.1963
H00922.CSI,20251202,11675.5094,-0.1245
H00922.CSI,20251201,11690.0581,0.8291
H00922.CSI,20251128,11593.933,0.1055
H00922.CSI,20251127,11581.719,0.1665
H00922.CSI,20251126,11562.4731,-0.4217
H00922.CSI,20251125,11611.4432,0.5042
H00922.CSI,20251124,11553.1939,-0.4924
H00922.CSI,20251121,11610.3657,-1.7614
H00922.CSI,20251120,11818.542,-0.1875
H00922.CSI,20251119,11840.7426,0.157
H00922.CSI,20251118,11822.1825,-1.386
H00922.CSI,20251117,11988.3383,-0.4896
