ts_code,ann_date,f_ann_date,end_date,n_cashflow_act,c_pay_acq_const_fiolta
000001.SZ,20131023,20131023,20130930,100823000000.0,448000000.0
000001.SZ,20130823,20130823,20130630,28800000000.0,231000000.0
000001.SZ,20130424,20130424,20130331,14119000000.0,49000000.0
000001.SZ,20130308,20130308,20121231,185838461000.0,1422012000.0
000001.SZ,20121026,20121026,20120930,82782114000.0,328143000.0
000001.SZ,20120816,20120816,20120630,144029780000.0,195653000.0
000001.SZ,20120426,20120426,20120331,76827816000.0,45447000.0
000001.SZ,20120309,20120309,20111231,-14439373000.0,849801000.0
000001.SZ,20111026,20111026,20110930,17861633000.0,350971000.0
000001.SZ,20110818,20110818,20110630,31573899000.0,95378000.0
000001.SZ,20110427,20110427,20110331,21346550000.0,30673000.0
000001.SZ,20110225,20110225,20101231,21746295000.0,837901000.0
000001.SZ,20101028,20101028,20100930,10579792000.0,589407000.0
000001.SZ,20100825,20100825,20100630,-3033438000.0,
000001.SZ,20100429,20100429,20100331,8609637000.0,104051000.0
000001.SZ,20100312,20100312,20091231,32193611000.0,985252000.0
000001.SZ,20091029,20091029,20090930,-257833000.0,685877000.0
000001.SZ,20090821,20090821,20090630,3844868000.0,252431000.0
000001.SZ,20090424,20090424,20090331,2706389000.0,84932000.0
000001.SZ,20090320,20090320,20081231,24342611000.0,838003000.0
000001.SZ,20081024,20081024,20080930,39545668000.0,477701000.0
000001.SZ,20080821,20080821,20080630,9286973000.0,98633000.0
000001.SZ,20080424,20080424,20080331,3826091000.0,48682000.0
000001.SZ,20080320,20080320,20071231,17051576000.0,372198000.0
000001.SZ,20071023,20071023,20070930,20584238000.0,636772000.0
000001.SZ,20070816,20070816,20070630,13170709000.0,97045000.0
000001.SZ,20070426,20070426,20070331,3719363531.0,746270777.0
000001.SZ,20070322,20070322,20061231,7410385467.0,249983343.0
000001.SZ,20061026,20061026,20060930,6253524904.0,63568691.0
000001.SZ,20060818,20060818,20060630,2731155320.0,97693239.0
000001.SZ,20060426,20060426,20060331,13663330688.0,36254981.0
000001.SZ,20070322,20060401,20051231,-4285584486.0,872695516.0
000002.SZ,20131030,20131030,20130930,-12060759405.31,83849882.8
000002.SZ,20130807,20130807,20130630,-9792399309.57,48492874.35
000002.SZ,20130423,20130423,20130331,-2383260770.37,24458619.7
000002.SZ,20130228,20130228,20121231,3725958472.52,150667636.63
000002.SZ,20121024,20121024,20120930,-3490551173.49,112265654.26
000002.SZ,20120807,20120807,20120630,2819195756.85,79461650.86
000002.SZ,20120424,20120424,20120331,1280120650.55,39047319.5
000002.SZ,20120313,20120313,20111231,3389424571.92,261560892.0
000002.SZ,20111025,20111025,20110930,-1495378788.53,166354599.62
000002.SZ,20110809,20110809,20110630,3825848847.41,124039945.57
000002.SZ,20110420,20110420,20110331,-1975209083.64,67885198.37
000002.SZ,20110308,20110308,20101231,2237255451.45,261938551.22
000002.SZ,20101025,20101025,20100930,-1207363590.0,56160939.8
000002.SZ,20100810,20100810,20100630,-9514421178.97,40828008.14
000002.SZ,20100427,20100427,20100331,-6800224121.57,22032730.53
000002.SZ,20100302,20100302,20091231,9253351319.55,806062156.74
000002.SZ,20091026,20091026,20090930,11241209259.63,84475241.2
000002.SZ,20090804,20090804,20090630,9821584634.72,19369517.23
000002.SZ,20090427,20090427,20090331,3684640137.2,14017126.2
000002.SZ,20090310,20090310,20081231,-34151830.4,215283734.68
000002.SZ,20081028,20081028,20080930,-1989140049.57,184358957.77
000002.SZ,20080805,20080805,20080630,-1488888722.76,228756900.07
000002.SZ,20080425,20080425,20080331,-1419962635.15,36772073.36
000002.SZ,20080321,20080321,20071231,-10437715815.8,257897785.32
000002.SZ,20071030,20071030,20070930,-5909449130.45,72553826.03
000002.SZ,20070828,20070828,20070630,-2978922683.9,41617007.94
000002.SZ,20070430,20070430,20070331,-3237626139.27,8166190.46
000002.SZ,20080321,20070320,20061231,-3024121481.87,136018238.71
000002.SZ,20071030,20061031,20060930,-4303268849.01,89909988.16
000002.SZ,20070828,20060801,20060630,-3198738756.07,44438585.66
000002.SZ,20070430,20060425,20060331,-1722876262.04,9682269.81
000002.SZ,20060321,20060321,20051231,843439134.65,47439552.2
000006.SZ,20131025,20131025,20130930,-892338094.32,1050168.8
000006.SZ,20130815,20130815,20130630,114947938.96,985124.8
000006.SZ,20130425,20130425,20130331,177001644.28,74402.0
000006.SZ,20130330,20130330,20121231,2181610271.52,1435381.23
000006.SZ,20121020,20121020,20120930,1535706763.88,900338.98
000006.SZ,20120811,20120811,20120630,715265916.2,251590.98
000006.SZ,20120419,20120419,20120331,91181063.76,55264.98
000006.SZ,20120418,20120418,20111231,1198565275.4,2425178.87
000006.SZ,20111029,20111029,20110930,1002632271.11,1276951.9
000006.SZ,20110803,20110803,20110630,780629244.56,725537.87
000006.SZ,20110422,20110422,20110331,307048589.16,296525.0
000006.SZ,20110331,20110331,20101231,1086823122.18,9080448.01
000006.SZ,20101030,20101030,20100930,201096831.37,5613000.27
000006.SZ,20100807,20100807,20100630,119126139.33,4249968.67
000006.SZ,20100421,20100421,20100331,-54828769.44,2478366.0
000006.SZ,20100317,20100317,20091231,369028706.28,5923927.0
000006.SZ,20091031,20091031,20090930,489434348.01,4937122.0
000006.SZ,20090812,20090812,20090630,203561975.38,4258403.0
000006.SZ,20090425,20090425,20090331,-121707618.53,17094.0
000006.SZ,20090425,20090425,20081231,-1364121666.06,14763929.98
000006.SZ,20081015,20081015,20080930,-1329831768.77,14074109.98
000006.SZ,20080802,20080802,20080630,-1213543332.62,13641781.98
000006.SZ,20080422,20080422,20080331,-289247886.32,10150126.0
000006.SZ,20080329,20080329,20071231,-804871334.73,6059961.15
000006.SZ,20071030,20071030,20070930,-20509955.61,988967.45
000006.SZ,20070816,20070816,20070630,-342266209.77,363771.43
000006.SZ,20070421,20070421,20070331,-201664398.45,425202.52
000006.SZ,20080329,20070324,20061231,-489168972.61,4501786.9
000006.SZ,20071030,20061024,20060930,350681600.77,770196529.31
000006.SZ,20070816,20060819,20060630,674424540.08,129018202.4
000006.SZ,20070421,20060422,20060331,313600229.42,128620021.13
000006.SZ,20060401,20060401,20051231,274666946.66,44988551.4
000008.SZ,20131026,20131026,20130930,42773429.46,10804965.54
000008.SZ,20130815,20130815,20130630,24327626.66,3182167.14
000008.SZ,20130427,20130427,20130331,6584936.29,
000008.SZ,20130329,20130329,20121231,86665538.2,7957734.62
000008.SZ,20121027,20121027,20120930,-1433965.26,920.0
000008.SZ,20120807,20120807,20120630,1316939.72,
000008.SZ,20120427,20120427,20120331,2056454.68,
000008.SZ,20120303,20120303,20111231,-1030070.92,91336.22
000008.SZ,20111026,20111026,20110930,-5026126.88,80938.57
000008.SZ,20110730,20110730,20110630,-5061799.37,72649.57
000008.SZ,20110423,20110423,20110331,-5159277.54,
000008.SZ,20110225,20110225,20101231,-421069.14,326999.64
000008.SZ,20101025,20101025,20100930,-2305497.61,24045.0
000008.SZ,20100819,20100819,20100630,-1965843.97,16796.0
000008.SZ,20100423,20100423,20100331,474607.63,16796.0
000008.SZ,20100327,20100327,20091231,3702076.48,6999.0
000008.SZ,20091022,20091022,20090930,-1031035.5,6999.0
000008.SZ,20090807,20090807,20090630,-1062061.17,6999.0
000008.SZ,20090418,20090418,20090331,-1224888.06,
000008.SZ,20090307,20090307,20081231,704289.39,2007450.0
000008.SZ,20081023,20081023,20080930,-3851769.96,7450.0
000008.SZ,20080808,20080808,20080630,-5365284.67,7450.0
000008.SZ,20080428,20080428,20080331,-4627641.43,7450.0
000008.SZ,20080321,20080321,20071231,7405637.57,454127.0
000008.SZ,20071026,20071026,20070930,-69317.03,7999.0
000008.SZ,20070727,20070727,20070630,196750.1,
000008.SZ,20070420,20070420,20070331,26660.0,
000008.SZ,20080321,20070329,20061231,5535813.91,3247.86
000008.SZ,20071026,20061027,20060930,2650447.76,3247.86
000008.SZ,20070727,20060728,20060630,4340486.82,
000008.SZ,20070420,20060421,20060331,-2601317.07,
000008.SZ,20060225,20060225,20051231,14499856.43,23617559.6
000009.SZ,20131029,20131029,20130930,-378017827.09,416644464.16
000009.SZ,20130828,20130828,20130630,-106338732.49,305590803.46
000009.SZ,20130427,20130427,20130331,-79363753.45,109978025.9
000009.SZ,20130427,20130427,20121231,350725776.37,639371649.33
000009.SZ,20121027,20121027,20120930,292462089.05,427916291.82
000009.SZ,20120829,20120829,20120630,116503790.3,272367991.42
000009.SZ,20120426,20120426,20120331,-112847032.43,165916170.11
000009.SZ,20120426,20120426,20111231,-828162002.35,465624254.61
000009.SZ,20111027,20111027,20110930,-659834349.69,346518049.09
000009.SZ,20110826,20110826,20110630,-255845303.01,132383863.83
000009.SZ,20110427,20110427,20110331,-237991051.4,63723376.68
000009.SZ,20110323,20110323,20101231,-586348316.97,210268126.57
000009.SZ,20101030,20101030,20100930,-627577883.74,148071420.92
000009.SZ,20100817,20100817,20100630,-159954371.04,46818978.97
000009.SZ,20100430,20100430,20100331,295716820.75,18539520.41
000009.SZ,20100327,20100327,20091231,635257941.52,283234680.02
000009.SZ,20091031,20091031,20090930,734135049.79,86941372.1
000009.SZ,20090828,20090828,20090630,680145866.08,47700811.71
000009.SZ,20090425,20090425,20090331,412076708.96,26078364.56
000009.SZ,20090425,20090425,20081231,418099471.08,151462653.32
000009.SZ,20081025,20081025,20080930,159027791.36,66816321.85
000009.SZ,20080807,20080807,20080630,255299666.35,32089007.65
000009.SZ,20080425,20080425,20080331,162389934.27,15541735.27
000009.SZ,20080308,20080308,20071231,-97865845.75,78616290.91
000009.SZ,20071027,20071027,20070930,-153051548.47,47236846.08
000009.SZ,20070823,20070823,20070630,-229044434.14,45496749.15
000009.SZ,20070426,20070426,20070331,-158617017.1,31058900.47
000009.SZ,20080308,20070418,20061231,275397258.41,98967595.74
000009.SZ,20071027,20061026,20060930,60557913.4,41466304.27
000009.SZ,20070823,20060819,20060630,187964753.84,32931381.94
000009.SZ,20060429,20060429,20060331,1976879.54,13026433.95
000009.SZ,20060429,20060429,20051231,507688505.83,57735417.2
000012.SZ,20131022,20131022,20130930,1097503560.0,1523354361.0
000012.SZ,20130806,20130806,20130630,707258712.0,939098718.0
000012.SZ,20130425,20130425,20130331,289618073.0,452169132.0
000012.SZ,20130326,20130326,20121231,1725795529.0,1390762633.0
000012.SZ,20121030,20121030,20120930,1382917631.0,1061357422.0
000012.SZ,20120821,20120821,20120630,847912135.0,732552554.0
000012.SZ,20120424,20120424,20120331,257286802.0,399732877.0
000012.SZ,20120327,20120327,20111231,1688530164.0,2802018793.0
000012.SZ,20111026,20111026,20110930,1231616521.0,2461687679.0
000012.SZ,20110809,20110809,20110630,942700324.0,1589103709.0
000012.SZ,20110422,20110422,20110331,408163940.0,729545005.0
000012.SZ,20110322,20110322,20101231,2366313914.0,2016485886.0
000012.SZ,20101023,20101023,20100930,1549198125.0,1073151622.0
000012.SZ,20100722,20100722,20100630,935836780.0,736904427.0
000012.SZ,20100416,20100416,20100331,204265631.0,370451384.0
000012.SZ,20100330,20100330,20091231,1670237426.0,1166592457.0
000012.SZ,20091020,20091020,20090930,1053901801.0,978924242.0
000012.SZ,20090804,20090804,20090630,660353612.0,669513362.0
000012.SZ,20090422,20090422,20090331,241731965.0,311539183.0
000012.SZ,20090331,20090331,20081231,1030211774.0,2683565467.0
000012.SZ,20081021,20081021,20080930,680917235.0,2140454859.0
000012.SZ,20080805,20080805,20080630,478472634.0,1253190922.0
000012.SZ,20080416,20080416,20080331,105899469.0,579715789.0
000012.SZ,20080319,20080319,20071231,1102315515.0,1425419419.0
000012.SZ,20071031,20071031,20070930,871493270.0,981754971.0
000012.SZ,20070814,20070814,20070630,489318656.0,570514876.0
000012.SZ,20070424,20070424,20070331,183161998.0,257694980.0
000012.SZ,20080319,20070320,20061231,800792553.0,1137044698.0
000012.SZ,20071031,20061027,20060930,453605540.0,766462764.0
000012.SZ,20070814,20060801,20060630,307831719.0,467870718.0
000012.SZ,20070424,20060429,20060331,106994262.0,195117825.0
000012.SZ,20060321,20060321,20051231,923609014.0,997562737.0
000021.SZ,20131031,20131031,20130930,385484764.06,231292320.13
000021.SZ,20130830,20130830,20130630,296268472.39,139735731.36
000021.SZ,20130427,20130427,20130331,55118044.28,74270882.83
000021.SZ,20130329,20130329,20121231,287847989.29,291020887.31
000021.SZ,20121029,20121029,20120930,-7968794.19,211967784.71
000021.SZ,20120831,20120831,20120630,66903020.82,130399281.26
000021.SZ,20120427,20120427,20120331,25203042.23,39911318.59
000021.SZ,20120330,20120330,20111231,170075188.33,264387053.08
000021.SZ,20111027,20111027,20110930,43601683.44,238412079.25
000021.SZ,20110831,20110831,20110630,73345846.32,159298201.77
000021.SZ,20110430,20110430,20110331,11658857.02,77216188.77
000021.SZ,20110331,20110331,20101231,114433971.14,400737647.24
000021.SZ,20101029,20101029,20100930,332857832.35,200184015.46
000021.SZ,20100831,20100831,20100630,195158407.52,133781824.92
000021.SZ,20100430,20100430,20100331,181470989.92,88465496.29
000021.SZ,20100424,20100424,20091231,493691448.31,194197607.23
000021.SZ,20091031,20091031,20090930,250336156.51,86836704.91
000021.SZ,20090828,20090828,20090630,199621905.25,17725165.41
000021.SZ,20090430,20090430,20090331,38119556.2,5083378.1
000021.SZ,20090423,20090423,20081231,338516958.9,208727412.86
000021.SZ,20081031,20081031,20080930,221958966.41,146165963.55
000021.SZ,20080827,20080827,20080630,94717410.4,81978996.97
000021.SZ,20080429,20080429,20080331,18276142.75,51395237.11
000021.SZ,20080419,20080419,20071231,-74013938.83,233565095.6
000021.SZ,20071031,20071031,20070930,69729141.86,103183738.79
000021.SZ,20070822,20070822,20070630,11983978.99,64349158.71
000021.SZ,20070427,20070427,20070331,-33450848.46,15762760.08
000021.SZ,20080419,20070423,20061231,712393827.18,160816648.99
000021.SZ,20071031,20061027,20060930,611131975.03,113102479.34
000021.SZ,20070822,20060825,20060630,414465305.4,63116090.94
000021.SZ,20070427,20060425,20060331,205339986.12,38430554.74
000021.SZ,20060425,20060425,20051231,176071483.47,61598294.72
000025.SZ,20131030,20131030,20130930,28206996.62,19369231.88
000025.SZ,20130826,20130826,20130630,36298462.37,9185642.58
000025.SZ,20130424,20130424,20130331,-4583172.09,3734451.77
000025.SZ,20130410,20130410,20121231,-7756382.47,30822848.76
000025.SZ,20121022,20121022,20120930,-5625542.69,3508143.79
000025.SZ,20120816,20120816,20120630,-5034466.47,2284994.86
000025.SZ,20120425,20120425,20120331,-15234783.72,276435.9
000025.SZ,20120414,20120414,20111231,-14738664.02,2322621.53
000025.SZ,20111021,20111021,20110930,-19262330.04,3916507.99
000025.SZ,20110812,20110812,20110630,6776674.04,914244.41
000025.SZ,20110425,20110425,20110331,-5889244.87,258380.4
000025.SZ,20110415,20110415,20101231,7143993.37,681755.37
000025.SZ,20101021,20101021,20100930,-18843835.46,382715.0
000025.SZ,20100804,20100804,20100630,-19733147.73,350671.0
000025.SZ,20100428,20100428,20100331,-15324645.4,302676.0
000025.SZ,20100419,20100419,20091231,26475163.85,830875.8
000025.SZ,20091029,20091029,20090930,10675795.19,590657.8
000025.SZ,20090813,20090813,20090630,44724984.28,315921.0
000025.SZ,20090421,20090421,20090331,10644838.47,208998.0
000025.SZ,20090324,20090324,20081231,35478077.98,803362.89
000025.SZ,20081027,20081027,20080930,20897146.18,738635.89
000025.SZ,20080813,20080813,20080630,14789668.4,658612.0
000025.SZ,20080430,20080430,20080331,14043818.51,144068.9
000025.SZ,20080417,20080417,20071231,-61994274.41,1013508.66
000025.SZ,20071022,20071022,20070930,-18743666.51,352418.0
000025.SZ,20070815,20070815,20070630,-508133.27,267788.0
000025.SZ,20070423,20070423,20070331,-25218098.63,91934.0
000025.SZ,20080417,20070330,20061231,5551011.33,11480276.39
000025.SZ,20071022,20061024,20060930,-61976661.09,1361899.0
000025.SZ,20070815,20060802,20060630,-4152644.11,1061024.74
000025.SZ,20070423,20060415,20060331,5200158.82,425741.4
000025.SZ,20060217,20060217,20051231,35943414.04,6621899.64
000027.SZ,20131025,20131025,20130930,1800572263.32,913544128.56
000027.SZ,20130815,20130815,20130630,1051675662.55,513728519.14
000027.SZ,20130427,20130427,20130331,192627829.87,237544729.5
000027.SZ,20130418,20130418,20121231,2638556671.94,1450989192.38
000027.SZ,20121025,20121025,20120930,1539751827.52,959071855.62
000027.SZ,20120810,20120810,20120630,1384212745.55,622544982.24
000027.SZ,20120425,20120425,20120331,385078085.74,267785941.84
000027.SZ,20120416,20120416,20111231,3176836798.34,2618973429.85
000027.SZ,20111026,20111026,20110930,2058910944.92,2153717301.55
000027.SZ,20110819,20110819,20110630,1492921071.32,1373539677.05
000027.SZ,20110427,20110427,20110331,1063390146.78,578401533.87
000027.SZ,20110415,20110415,20101231,2551221661.13,1284782379.63
000027.SZ,20101029,20101029,20100930,2327417463.31,828109117.18
000027.SZ,20100818,20100818,20100630,1546165704.39,498908006.58
000027.SZ,20100429,20100429,20100331,997791331.34,240640533.18
000027.SZ,20100416,20100416,20091231,3048967557.27,1701011383.12
000027.SZ,20091028,20091028,20090930,2559038526.45,2213765423.52
000027.SZ,20090819,20090819,20090630,1352326458.81,1496150740.93
000027.SZ,20090424,20090424,20090331,738807131.24,973602686.76
000027.SZ,20090418,20090418,20081231,1721907351.25,4120343215.37
000027.SZ,20081029,20081029,20080930,1565684951.81,3250941149.13
000027.SZ,20080822,20080822,20080630,886996703.84,2568589999.7
000027.SZ,20080430,20080430,20080331,503189217.39,1224370739.3
000027.SZ,20080429,20080429,20071231,2674680642.21,2246148743.18
000027.SZ,20071031,20071031,20070930,1828664822.62,204419650.98
000027.SZ,20070718,20070718,20070630,1253404275.85,170441129.6
000027.SZ,20070427,20070427,20070331,598381751.28,95556878.22
000027.SZ,20080429,20070417,20061231,2599992734.84,1319008838.7
000027.SZ,20071031,20061019,20060930,1326789970.26,324681726.64
000027.SZ,20070718,20060815,20060630,702137729.5,276163747.43
000027.SZ,20070427,20060429,20060331,400353411.35,196625135.93
000027.SZ,20060419,20060419,20051231,2063663300.55,998176899.14
000028.SZ,20131024,20131024,20130930,244812738.44,73342076.03
000028.SZ,20130820,20130820,20130630,238276873.08,31240049.89
000028.SZ,20130425,20130425,20130331,109790134.68,16994763.75
000028.SZ,20130321,20130321,20121231,323955332.76,193571581.84
000028.SZ,20121024,20121024,20120930,12085264.8,146451305.64
000028.SZ,20120818,20120818,20120630,138909868.17,100816136.04
000028.SZ,20120423,20120423,20120331,-271437536.92,45372897.36
000028.SZ,20120316,20120316,20111231,227316131.98,198969551.88
000028.SZ,20111022,20111022,20110930,-189951324.31,139500985.77
000028.SZ,20110818,20110818,20110630,107677081.76,83934660.07
000028.SZ,20110429,20110429,20110331,-316947045.11,41755033.01
000028.SZ,20110322,20110322,20101231,428159420.65,177992154.66
000028.SZ,20101023,20101023,20100930,286512131.91,133067434.39
000028.SZ,20100818,20100818,20100630,216358926.82,84120920.82
000028.SZ,20100427,20100427,20100331,-66260974.06,50461906.34
000028.SZ,20100323,20100323,20091231,270845132.05,102939351.81
000028.SZ,20091030,20091030,20090930,194251374.04,69151624.75
000028.SZ,20090828,20090828,20090630,151069889.91,39008045.04
000028.SZ,20090428,20090428,20090331,67253449.21,14779140.94
000028.SZ,20090320,20090320,20081231,246580438.99,84982286.53
000028.SZ,20081024,20081024,20080930,157429692.51,72617068.63
000028.SZ,20080808,20080808,20080630,92784647.71,37741904.04
000028.SZ,20080426,20080426,20080331,-55114839.48,16423384.54
000028.SZ,20080327,20080327,20071231,87698080.01,71410213.94
000028.SZ,20071023,20071023,20070930,80990776.82,57603104.98
000028.SZ,20070810,20070810,20070630,59145582.52,35516746.85
000028.SZ,20070423,20070423,20070331,48774932.57,15364586.3
000028.SZ,20080327,20070330,20061231,181729861.8,118219681.23
000028.SZ,20071023,20061024,20060930,179336368.87,92027369.92
000028.SZ,20070810,20060814,20060630,128872280.81,60369492.76
000028.SZ,20070423,20060418,20060331,-78614930.71,11836729.24
000028.SZ,20060331,20060331,20051231,148275068.0,50622519.33
000030.SZ,20131023,20131023,20130930,-232157487.79,122099738.39
000030.SZ,20130813,20130813,20130630,-144610812.96,72860663.48
000030.SZ,20130419,20130419,20130331,-106231200.68,29917537.29
000030.SZ,20130125,20130125,20121231,-2967576.1,
000030.SZ,20121020,20121020,20120930,-67892.39,
000030.SZ,20120811,20120811,20120630,-1307733.01,
000030.SZ,20120418,20120418,20120331,-471684.16,
000030.SZ,20120316,20120316,20111231,1143387.74,
000030.SZ,20111026,20111026,20110930,2514536.66,
000030.SZ,20110809,20110809,20110630,-101749.1,
000030.SZ,20110427,20110427,20110331,319940.61,0.0
000030.SZ,20110427,20110721,20101231,201207.05,2080.0
000030.SZ,20101028,20101028,20100930,59872.85,
000030.SZ,20100819,20100819,20100630,203646.93,
000030.SZ,20100430,20100430,20100331,-5194.61,
000030.SZ,20100430,20100430,20091231,-167662.91,
000030.SZ,20091027,20091027,20090930,13437.53,
000030.SZ,20090826,20090826,20090630,-19341.9,
000030.SZ,20090429,20090429,20090331,62.7,
000030.SZ,20090408,20090408,20081231,-374264.55,4500.0
000030.SZ,20081022,20081022,20080930,8851.9,
000030.SZ,20080811,20080811,20080630,27209.9,
000030.SZ,20080418,20080418,20080331,69415.3,
000030.SZ,20080415,20080415,20071231,-3178361.53,
000030.SZ,20071030,20071030,20070930,14189.3,
000030.SZ,20070813,20070813,20070630,15512.5,
000030.SZ,20070428,20070428,20070331,-32475.1,
000030.SZ,20080415,20070428,20061231,-84197.08,5250.0
000030.SZ,20071030,20061023,20060930,-2429.27,
000030.SZ,20070813,20060814,20060630,-49246.07,
000030.SZ,20070428,20060420,20060331,-81286.19,
000030.SZ,20060403,20060403,20051231,27499312.61,134656.18
000031.SZ,20131029,20131029,20130930,-680873843.17,80872322.46
000031.SZ,20130829,20130829,20130630,1400749301.16,34023482.12
000031.SZ,20130425,20130425,20130331,1112495445.22,4413397.92
000031.SZ,20130330,20130330,20121231,2643336522.8,280741477.13
000031.SZ,20121024,20121024,20120930,1138564709.56,32607249.67
000031.SZ,20120830,20120830,20120630,278159316.12,23826225.22
000031.SZ,20120424,20120424,20120331,-63752422.55,18205301.44
000031.SZ,20120330,20120330,20111231,-2413342532.57,86898358.32
000031.SZ,20111029,20111029,20110930,-1946100949.09,38620464.26
000031.SZ,20110830,20110830,20110630,-2376696439.7,22871033.55
000031.SZ,20110427,20110427,20110331,-1684157364.13,12297030.75
000031.SZ,20110422,20110422,20101231,-3593069965.38,25387938.42
000031.SZ,20101023,20101023,20100930,-2413553644.69,10222775.01
000031.SZ,20100824,20100824,20100630,-1191506676.99,5411290.68
000031.SZ,20100430,20100430,20100331,-155961386.04,4436714.95
000031.SZ,20100310,20100310,20091231,78743457.12,45820361.71
000031.SZ,20091031,20091031,20090930,440404092.79,33427871.42
000031.SZ,20090826,20090826,20090630,647531304.84,26200104.09
000031.SZ,20090427,20090427,20090331,53939616.52,12591658.07
000031.SZ,20090427,20090427,20081231,-3469710342.81,74046556.13
000031.SZ,20081029,20081029,20080930,-3016466207.51,56306034.83
000031.SZ,20080826,20080826,20080630,-427479470.07,44610248.0
000031.SZ,20080429,20080429,20080331,-17961987.11,22147671.42
000031.SZ,20080418,20080418,20071231,-355047280.38,118440637.02
000031.SZ,20071030,20071030,20070930,-733564771.36,82929217.35
000031.SZ,20070829,20070829,20070630,-384875333.93,60603108.02
000031.SZ,20070418,20070418,20070331,-24394914.44,11299555.49
000031.SZ,20080418,20070210,20061231,-75934887.18,36634500.9
000031.SZ,20071030,20061027,20060930,20358624.65,27917763.88
000031.SZ,20070829,20060823,20060630,52899526.63,19252530.25
000031.SZ,20070418,20060419,20060331,29626152.09,6400683.86
000031.SZ,20060328,20060328,20051231,140993664.97,138975304.51
000032.SZ,20131029,20131029,20130930,-35939991.28,1243821.2
000032.SZ,20130826,20130826,20130630,4364199.35,822223.5
000032.SZ,20130427,20130427,20130331,8742515.47,521350.62
000032.SZ,20130427,20130427,20121231,25453167.75,4505661.24
000032.SZ,20121031,20121031,20120930,-16719735.89,2490295.99
000032.SZ,20120825,20120825,20120630,-42521844.61,1271176.81
000032.SZ,20120427,20120427,20120331,-27616250.2,424306.58
000032.SZ,20120421,20120421,20111231,35196943.24,10001883.47
000032.SZ,20111024,20111024,20110930,16472199.89,7463528.26
000032.SZ,20110817,20110817,20110630,-37048855.0,4478281.07
000032.SZ,20110428,20110428,20110331,-86438884.21,1127032.98
000032.SZ,20110423,20110423,20101231,8830495.1,16992432.23
000032.SZ,20101027,20101027,20100930,15744445.41,11780269.13
000032.SZ,20100819,20100819,20100630,27050061.22,8035401.25
000032.SZ,20100428,20100428,20100331,26004579.14,2498192.86
000032.SZ,20100410,20100410,20091231,204901197.2,12353252.52
000032.SZ,20091030,20091030,20090930,133922131.34,3714433.68
000032.SZ,20090822,20090822,20090630,41186053.45,2526299.43
000032.SZ,20090425,20090425,20090331,-8697331.62,1297809.52
000032.SZ,20090418,20090418,20081231,-75745388.15,60514410.9
000032.SZ,20081030,20081030,20080930,-56926922.89,36984556.46
000032.SZ,20080823,20080823,20080630,-52714760.3,26689116.47
000032.SZ,20080426,20080426,20080331,5701187.84,14426268.29
000032.SZ,20080417,20080417,20071231,520998314.38,60427011.48
000032.SZ,20071027,20071027,20070930,473088306.16,32969475.37
000032.SZ,20070825,20070825,20070630,242091495.44,18999806.81
000032.SZ,20070423,20070423,20070331,178771561.15,6478135.4
000032.SZ,20080417,20070407,20061231,-89828007.55,60175669.89
000032.SZ,20071027,20061021,20060930,-33401617.2,40657770.57
000032.SZ,20070825,20060819,20060630,-26769107.84,28386800.09
000032.SZ,20070423,20060422,20060331,-35078757.21,4252810.69
000032.SZ,20060401,20060401,20051231,-146631592.15,16877522.76
000034.SZ,20131023,20131023,20130930,8846607.56,6662620.45
000034.SZ,20130808,20130808,20130630,379640.59,5840895.5
000034.SZ,20130420,20130420,20130331,-8417214.86,2534447.5
000034.SZ,20130320,20130320,20121231,-7974855.52,23473809.7
000034.SZ,20121022,20121022,20120930,-2837403.53,31040356.37
000034.SZ,20120811,20120811,20120630,-16584938.43,10240929.0
000034.SZ,20120417,20120417,20120331,-8857144.13,3966141.9
000034.SZ,20120229,20120229,20111231,8927649.08,23013762.73
000034.SZ,20111021,20111021,20110930,-6390216.85,10568302.73
000034.SZ,20110723,20110723,20110630,-9421293.41,7540493.73
000034.SZ,20110419,20110419,20110331,-7108980.21,654747.25
000034.SZ,20110228,20110228,20101231,40345175.96,2789179.18
000034.SZ,20101025,20101025,20100930,-8676373.64,1864342.4
000034.SZ,20100828,20100828,20100630,-9003835.3,773148.0
000034.SZ,20100417,20100417,20100331,5812753.63,249600.0
000034.SZ,20100310,20100310,20091231,259812.81,1022016.3
000034.SZ,20091020,20091020,20090930,12014074.9,512670.0
000034.SZ,20090818,20090818,20090630,1607149.89,287250.0
000034.SZ,20090428,20090428,20090331,5796795.25,96550.0
000034.SZ,20090428,20090428,20081231,2341569.95,939489.94
000034.SZ,20081022,20081022,20080930,-4793765.11,422681.38
000034.SZ,20080830,20080830,20080630,-8721701.64,366243.0
000034.SZ,20080429,20080429,20080331,-12178442.09,52373.0
000034.SZ,20080429,20080429,20071231,19233187.88,717913.77
000034.SZ,20071029,20071029,20070930,3880128.42,345117.0
000034.SZ,20070827,20070827,20070630,1775885.66,262317.0
000034.SZ,20070428,20070428,20070331,-2539383.28,111232.0
000034.SZ,20080429,20070428,20061231,3634354.52,234969.0
000034.SZ,20071029,20061031,20060930,52452342.4,292236.0
000034.SZ,20070827,20060825,20060630,46767771.54,231087.0
000034.SZ,20070428,20060427,20060331,41875818.02,166287.0
000034.SZ,20060427,20060427,20051231,47180165.05,2161999.0
000039.SZ,20131030,20131030,20130930,-3142389000.0,1753128000.0
